   Phase_1 early boundary                  LuA-5456                  LuA-5455                  LuA-5454     Phase_1 late boundary    Phase_2 early boundary                  LuA-5453                  LuA-5452                  LuA-5445                  LuA-5451                  LuA-5450                  LuA-5449                  LuA-5448     Phase_2 late boundary 
                    11734                     11504                      9318                      8626                      8295                      7229                      6964                      5798                      5133                      5042                      4998                      4724                      3144                      2986 
                    11564                     11505                      9318                      8625                      8427                      7399                      6963                      5799                      5134                      5042                      4996                      4724                      3141                      3072 
                    11623                     11504                      9320                      8624                      8383                      7315                      6962                      5799                      5131                      5041                      4999                      4724                      3141                      3062 
                    11688                     11504                      9318                      8624                      8445                      7362                      6958                      5800                      5133                      5039                      4994                      4723                      3138                      3013 
                    11705                     11503                      9320                      8626                      8502                      7287                      6961                      5798                      5132                      5040                      4996                      4722                      3137                      3080 
                    11668                     11503                      9319                      8625                      8280                      7307                      6959                      5796                      5133                      5040                      4997                      4723                      3135                      3002 
                    11678                     11503                      9320                      8622                      8179                      7255                      6956                      5795                      5133                      5039                      4997                      4724                      3132                      2976 
                    11597                     11503                      9321                      8621                      8167                      7190                      6956                      5794                      5132                      5040                      4996                      4727                      3133                      3014 
                    11625                     11503                      9323                      8624                      8412                      7122                      6952                      5794                      5131                      5040                      4996                      4731                      3134                      3023 
                    11644                     11502                      9322                      8623                      8476                      7097                      6952                      5791                      5134                      5038                      4995                      4729                      3134                      3073 
                    11736                     11503                      9321                      8624                      8271                      7171                      6948                      5793                      5135                      5040                      4994                      4728                      3134                      3120 
                    11577                     11506                      9323                      8622                      8288                      7221                      6950                      5796                      5135                      5041                      4992                      4730                      3132                      2940 
                    11681                     11506                      9325                      8618                      8372                      7446                      6945                      5797                      5138                      5042                      4994                      4729                      3135                      2997 
                    11641                     11504                      9327                      8617                      8269                      7055                      6946                      5795                      5136                      5041                      4993                      4730                      3135                      3028 
                    11674                     11503                      9324                      8612                      8287                      7234                      6945                      5798                      5137                      5038                      4993                      4730                      3135                      3016 
                    11618                     11505                      9324                      8613                      8551                      7276                      6945                      5799                      5134                      5039                      4993                      4729                      3136                      3033 
                    11585                     11505                      9323                      8613                      8385                      7072                      6942                      5800                      5136                      5038                      4993                      4730                      3134                      3008 
                    11664                     11503                      9321                      8613                      8282                      7277                      6941                      5804                      5135                      5037                      4991                      4731                      3133                      2937 
                    11597                     11501                      9322                      8613                      8472                      7337                      6941                      5804                      5135                      5039                      4988                      4731                      3133                      3000 
                    11744                     11501                      9320                      8613                      8266                      7212                      6946                      5804                      5133                      5040                      4987                      4732                      3134                      3031 
                    11633                     11502                      9320                      8616                      8442                      7095                      6947                      5804                      5131                      5039                      4989                      4734                      3135                      3020 
                    11693                     11505                      9321                      8618                      8356                      6993                      6948                      5800                      5130                      5039                      4990                      4737                      3139                      2991 
                    11622                     11505                      9322                      8619                      8407                      7270                      6949                      5801                      5131                      5036                      4989                      4737                      3141                      2967 
                    11770                     11504                      9321                      8620                      8331                      7325                      6950                      5800                      5132                      5035                      4987                      4735                      3143                      2973 
                    11692                     11506                      9323                      8621                      8348                      7186                      6945                      5799                      5134                      5033                      4983                      4734                      3142                      2963 
                    11722                     11504                      9324                      8625                      8167                      7164                      6947                      5799                      5136                      5034                      4981                      4734                      3144                      3035 
                    11663                     11505                      9324                      8624                      8343                      7217                      6945                      5798                      5137                      5037                      4983                      4735                      3143                      3010 
                    11619                     11503                      9328                      8624                      8285                      7292                      6946                      5795                      5135                      5038                      4982                      4733                      3142                      3046 
                    11619                     11503                      9326                      8626                      8301                      7195                      6947                      5796                      5136                      5041                      4981                      4735                      3141                      3054 
                    11579                     11503                      9323                      8625                      8417                      7251                      6944                      5795                      5137                      5039                      4984                      4732                      3143                      2956 
                    11664                     11503                      9326                      8624                      8498                      7513                      6944                      5795                      5137                      5039                      4983                      4728                      3144                      3052 
                    11633                     11501                      9323                      8624                      8182                      7285                      6943                      5795                      5135                      5038                      4985                      4728                      3142                      3030 
                    11755                     11499                      9327                      8623                      8374                      7057                      6941                      5796                      5133                      5038                      4985                      4728                      3142                      3033 
                    11678                     11499                      9328                      8625                      8579                      7205                      6941                      5794                      5133                      5037                      4982                      4727                      3142                      2985 
                    11683                     11496                      9333                      8622                      8534                      7159                      6940                      5794                      5134                      5037                      4980                      4724                      3142                      3072 
                    11559                     11496                      9334                      8622                      8406                      7232                      6939                      5794                      5132                      5039                      4978                      4724                      3145                      3075 
                    11608                     11497                      9334                      8618                      8372                      7113                      6938                      5794                      5131                      5038                      4978                      4725                      3144                      3044 
                    11661                     11496                      9334                      8618                      8319                      7191                      6937                      5790                      5132                      5039                      4981                      4724                      3146                      3062 
                    11636                     11500                      9333                      8619                      8294                      7070                      6936                      5791                      5129                      5041                      4980                      4722                      3144                      3083 
                    11691                     11500                      9332                      8619                      8348                      7274                      6934                      5791                      5129                      5039                      4978                      4721                      3144                      3025 
                    11680                     11499                      9328                      8619                      8481                      7122                      6932                      5790                      5129                      5039                      4978                      4721                      3146                      3100 
                    11663                     11498                      9328                      8617                      8450                      7060                      6930                      5788                      5130                      5039                      4978                      4722                      3147                      3047 
                    11594                     11497                      9331                      8614                      8319                      7144                      6928                      5790                      5129                      5041                      4977                      4724                      3147                      2984 
                    11576                     11494                      9332                      8614                      8345                      7278                      6928                      5791                      5129                      5043                      4976                      4723                      3145                      3011 
                    11610                     11495                      9331                      8615                      8315                      7216                      6928                      5792                      5131                      5044                      4976                      4723                      3145                      3081 
                    11617                     11495                      9331                      8618                      8279                      7180                      6927                      5791                      5130                      5046                      4978                      4722                      3149                      3002 
                    11566                     11491                      9328                      8617                      8411                      7093                      6929                      5794                      5131                      5046                      4980                      4726                      3150                      3019 
                    11651                     11490                      9328                      8618                      8233                      7266                      6930                      5795                      5129                      5047                      4980                      4725                      3152                      3062 
                    11665                     11491                      9332                      8619                      8401                      7282                      6931                      5796                      5128                      5049                      4980                      4722                      3150                      3001 
                    11704                     11491                      9329                      8623                      8379                      7100                      6932                      5796                      5129                      5050                      4976                      4718                      3151                      3113 
                    11663                     11491                      9327                      8630                      8112                      7163                      6931                      5797                      5129                      5052                      4976                      4717                      3152                      3026 
                    11669                     11489                      9328                      8632                      8212                      7190                      6933                      5800                      5130                      5051                      4975                      4716                      3152                      3010 
                    11657                     11489                      9327                      8632                      8561                      7032                      6933                      5799                      5124                      5051                      4975                      4718                      3152                      3019 
                    11602                     11489                      9328                      8630                      8380                      7318                      6937                      5800                      5125                      5050                      4974                      4716                      3153                      3062 
                    11608                     11489                      9328                      8630                      8351                      7090                      6938                      5800                      5124                      5052                      4974                      4717                      3156                      3034 
                    11563                     11489                      9330                      8628                      8473                      7038                      6939                      5801                      5124                      5051                      4977                      4718                      3155                      3077 
                    11606                     11489                      9330                      8628                      8472                      7257                      6937                      5801                      5125                      5051                      4978                      4717                      3155                      3078 
                    11715                     11491                      9331                      8627                      8317                      7195                      6938                      5800                      5126                      5051                      4979                      4713                      3152                      2991 
                    11745                     11490                      9327                      8628                      8389                      7097                      6936                      5802                      5125                      5052                      4980                      4712                      3152                      3001 
                    11584                     11493                      9329                      8631                      8492                      7206                      6936                      5801                      5126                      5052                      4978                      4711                      3153                      3057 
                    11654                     11494                      9327                      8629                      8336                      7184                      6935                      5803                      5125                      5052                      4980                      4712                      3152                      2995 
                    11658                     11497                      9327                      8628                      8208                      7140                      6938                      5804                      5124                      5054                      4980                      4714                      3151                      3011 
                    11658                     11497                      9327                      8627                      8338                      7238                      6944                      5805                      5122                      5054                      4979                      4711                      3152                      3050 
                    11662                     11498                      9326                      8626                      8346                      7103                      6944                      5806                      5123                      5055                      4979                      4713                      3152                      3082 
                    11635                     11496                      9325                      8628                      8287                      7276                      6944                      5804                      5123                      5051                      4980                      4714                      3154                      3022 
                    11616                     11500                      9330                      8628                      8478                      7274                      6946                      5803                      5121                      5052                      4984                      4716                      3154                      3068 
                    11627                     11499                      9330                      8628                      8481                      7360                      6947                      5804                      5121                      5053                      4981                      4719                      3155                      2968 
                    11671                     11498                      9331                      8626                      8342                      7048                      6948                      5803                      5123                      5051                      4983                      4718                      3154                      2999 
                    11649                     11500                      9329                      8625                      8381                      7365                      6948                      5803                      5122                      5049                      4982                      4717                      3153                      3026 
                    11721                     11500                      9330                      8626                      8313                      7278                      6946                      5803                      5119                      5052                      4983                      4720                      3150                      2946 
                    11619                     11500                      9331                      8626                      8542                      7120                      6946                      5805                      5122                      5052                      4983                      4718                      3147                      3093 
                    11724                     11500                      9329                      8628                      8398                      7150                      6947                      5803                      5122                      5053                      4984                      4715                      3145                      2983 
                    11661                     11499                      9333                      8625                      8413                      7191                      6943                      5802                      5124                      5054                      4984                      4714                      3147                      3057 
                    11581                     11499                      9335                      8625                      8551                      7096                      6941                      5801                      5127                      5053                      4984                      4710                      3147                      3079 
                    11685                     11501                      9338                      8621                      8406                      7234                      6940                      5797                      5130                      5056                      4983                      4711                      3146                      3014 
                    11674                     11504                      9335                      8619                      8450                      7133                      6940                      5794                      5131                      5057                      4984                      4710                      3143                      3121 
                    11705                     11505                      9334                      8618                      8471                      7329                      6941                      5797                      5132                      5061                      4983                      4710                      3144                      3103 
                    11645                     11502                      9335                      8619                      8428                      7222                      6941                      5797                      5129                      5063                      4986                      4710                      3148                      3031 
                    11633                     11503                      9335                      8623                      8241                      7302                      6942                      5801                      5129                      5066                      4987                      4711                      3147                      3026 
                    11650                     11503                      9333                      8624                      8170                      7149                      6943                      5799                      5128                      5066                      4986                      4713                      3149                      3035 
                    11616                     11503                      9335                      8625                      8211                      7016                      6943                      5796                      5127                      5066                      4988                      4714                      3150                      3055 
                    11714                     11505                      9335                      8627                      8288                      7167                      6941                      5796                      5126                      5068                      4987                      4714                      3149                      2979 
                    11637                     11502                      9335                      8625                      8375                      7120                      6940                      5800                      5127                      5068                      4986                      4715                      3147                      2989 
                    11707                     11502                      9334                      8626                      8326                      7322                      6945                      5797                      5128                      5067                      4988                      4717                      3146                      3013 
                    11645                     11502                      9330                      8624                      8298                      7238                      6943                      5796                      5126                      5069                      4984                      4718                      3142                      3081 
                    11630                     11500                      9329                      8622                      8412                      7239                      6944                      5795                      5126                      5068                      4987                      4717                      3144                      3041 
                    11640                     11500                      9334                      8620                      8431                      7365                      6944                      5796                      5124                      5069                      4987                      4719                      3142                      3039 
                    11736                     11502                      9332                      8619                      8464                      7209                      6945                      5794                      5127                      5068                      4987                      4722                      3142                      3017 
                    11652                     11500                      9334                      8618                      8223                      7340                      6944                      5794                      5129                      5068                      4988                      4723                      3139                      2976 
                    11645                     11502                      9334                      8617                      8367                      7197                      6947                      5796                      5132                      5069                      4987                      4724                      3138                      3026 
                    11612                     11503                      9336                      8618                      8387                      7324                      6946                      5796                      5135                      5070                      4987                      4723                      3138                      3025 
                    11629                     11499                      9334                      8617                      8362                      7158                      6947                      5799                      5134                      5067                      4987                      4724                      3137                      2968 
                    11617                     11498                      9335                      8618                      8324                      7276                      6946                      5797                      5133                      5066                      4988                      4725                      3138                      2994 
                    11589                     11497                      9335                      8618                      8235                      7296                      6945                      5796                      5135                      5062                      4989                      4727                      3136                      3027 
                    11679                     11498                      9335                      8618                      8349                      7169                      6945                      5796                      5136                      5063                      4990                      4727                      3135                      2971 
                    11596                     11496                      9336                      8619                      8261                      7246                      6944                      5797                      5138                      5065                      4990                      4728                      3137                      2955 
                    11546                     11494                      9334                      8618                      8396                      7235                      6945                      5798                      5136                      5067                      4989                      4728                      3137                      3057 
                    11712                     11492                      9334                      8615                      8274                      7184                      6947                      5798                      5132                      5067                      4991                      4730                      3138                      3044 
                    11711                     11490                      9335                      8616                      8184                      7170                      6946                      5797                      5134                      5066                      4992                      4729                      3139                      2973 
                    11609                     11490                      9336                      8619                      8188                      7111                      6946                      5795                      5136                      5063                      4993                      4727                      3138                      3055 
                    11695                     11489                      9338                      8618                      8346                      7055                      6948                      5794                      5137                      5061                      4992                      4729                      3137                      3010 
                    11642                     11491                      9337                      8618                      8392                      7224                      6951                      5794                      5138                      5060                      4994                      4729                      3139                      2996 
                    11620                     11489                      9338                      8619                      8369                      7097                      6953                      5790                      5139                      5060                      4995                      4727                      3139                      2920 
                    11666                     11489                      9334                      8619                      8399                      7108                      6953                      5793                      5142                      5062                      4997                      4729                      3139                      3039 
                    11719                     11490                      9333                      8619                      8307                      7270                      6952                      5793                      5139                      5061                      5000                      4730                      3140                      2958 
                    11662                     11490                      9330                      8621                      8343                      7310                      6952                      5791                      5138                      5064                      4997                      4726                      3140                      3028 
                    11643                     11490                      9330                      8620                      8383                      7107                      6952                      5792                      5141                      5063                      4999                      4725                      3144                      3057 
                    11602                     11492                      9329                      8621                      8461                      7360                      6953                      5790                      5145                      5063                      4999                      4722                      3144                      3035 
                    11552                     11491                      9329                      8620                      8378                      7270                      6956                      5790                      5143                      5064                      4999                      4724                      3143                      3075 
                    11661                     11493                      9331                      8620                      8367                      7109                      6952                      5791                      5145                      5063                      4998                      4725                      3140                      2988 
                    11742                     11491                      9331                      8619                      8280                      7221                      6950                      5789                      5144                      5064                      4997                      4729                      3140                      3106 
                    11631                     11494                      9331                      8618                      8298                      7118                      6951                      5786                      5145                      5063                      4997                      4729                      3142                      3058 
                    11592                     11493                      9331                      8617                      8394                      7133                      6949                      5786                      5144                      5064                      4997                      4730                      3140                      3022 
                    11644                     11496                      9331                      8618                      8439                      7333                      6949                      5786                      5145                      5065                      4998                      4729                      3139                      3062 
                    11660                     11496                      9332                      8616                      8128                      7192                      6951                      5784                      5146                      5065                      5000                      4729                      3140                      3015 
                    11650                     11497                      9330                      8617                      8212                      7117                      6950                      5785                      5146                      5066                      4999                      4729                      3142                      3099 
                    11626                     11496                      9330                      8617                      8271                      7199                      6947                      5783                      5147                      5065                      4999                      4731                      3142                      3041 
                    11646                     11495                      9329                      8616                      8257                      7319                      6947                      5784                      5147                      5070                      4998                      4732                      3142                      3018 
                    11715                     11494                      9328                      8614                      8231                      7144                      6947                      5782                      5148                      5069                      5001                      4733                      3143                      2973 
                    11548                     11496                      9327                      8613                      8440                      7277                      6946                      5783                      5147                      5068                      4998                      4731                      3142                      2946 
                    11646                     11493                      9326                      8613                      8328                      7188                      6944                      5782                      5146                      5068                      5000                      4735                      3140                      3035 
                    11650                     11493                      9328                      8614                      8308                      7172                      6944                      5781                      5148                      5066                      5000                      4733                      3139                      2983 
                    11593                     11491                      9329                      8615                      8171                      7132                      6943                      5780                      5150                      5069                      5001                      4733                      3142                      2984 
